0,0.490153735,0.497344535,0.51736654,0.514507405,0.559165353,0.539793858,0.522487797,0.495412557,0.474207049,0.498038083,0.4754988,0.579447472,0.598994984,0.594012648,0.602708272,0.654106153,0.667264384,0.655380273,0.661257728,0.575658537,0.595014275,0.608395028,0.606640289,0.708058591,0.736888266,0.743567345,0.761727813,0.628084246,0.624877197,0.639012436,0.638228601,0.734451056,0.706747064,0.71059153,0.76611949,0.781605385,0.784105933,0.766648211,0.801619696,0.638124992,0.626463567,0.635574389,0.613138666,0.746398265,0.75186123,0.743013101,0.793924151,0.788279194,0.796789297,0.795212197,0.867291969,0.848142519,0.867178629,0.8708315,0.845542981,0.777725322,0.876594089,0.889721818,0.819215896,0.902318375,0.898299945,0.924281276,0.904918554
0.490153735,0,0.507191552,0.527194205,0.523886357,0.568405278,0.549112407,0.531852858,0.505695049,0.484471996,0.508320172,0.485765875,0.587745977,0.607169264,0.602221046,0.610856034,0.66119098,0.67421393,0.66245247,0.66827036,0.583994472,0.603232051,0.616516278,0.614774888,0.713932204,0.742392878,0.748979822,0.766877156,0.635789601,0.63261013,0.646618767,0.645842293,0.740191985,0.712852764,0.716649277,0.771388884,0.786445585,0.788905681,0.771723085,0.806126352,0.646161754,0.634611019,0.643636163,0.621401112,0.751770939,0.757155823,0.748433319,0.798561697,0.793010655,0.801378496,0.799828065,0.870547655,0.85178771,0.870436679,0.874012965,0.849239479,0.782627599,0.879653234,0.892495446,0.823410872,0.904809081,0.900881859,0.926257735,0.907349768
0.497344535,0.507191552,0,0.520018313,0.517036135,0.561659648,0.542308044,0.525013334,0.498187086,0.47697508,0.500812722,0.478267512,0.581685584,0.601200664,0.59622726,0.604906999,0.656018004,0.669140293,0.657288771,0.663150407,0.577906596,0.597231538,0.610586977,0.608835745,0.709643165,0.73837418,0.74502859,0.763118541,0.630163912,0.626964145,0.641065916,0.640284029,0.736001568,0.708395112,0.712226769,0.767543618,0.782913158,0.785402843,0.768018966,0.802837853,0.640296518,0.628664349,0.637752532,0.615369754,0.747848849,0.753290894,0.744476418,0.795177488,0.789557763,0.798029641,0.796459709,0.868173181,0.849128768,0.868060479,0.871692686,0.846543058,0.779049761,0.877422262,0.890472899,0.820350218,0.902993018,0.898999235,0.92481687,0.905577118
0.51736654,0.527194205,0.520018313,0,0.497982525,0.542809808,0.523332278,0.50597373,0.477241496,0.456110712,0.479862303,0.45739605,0.564809179,0.584549258,0.579513435,0.588304374,0.641582255,0.654965601,0.64287732,0.648853762,0.560957864,0.580495497,0.594028656,0.592252687,0.697686417,0.727145653,0.733982766,0.752596165,0.614454372,0.611202546,0.625544287,0.62474838,0.724270083,0.69594366,0.699869611,0.75675054,0.773008522,0.775579238,0.757645137,0.79360263,0.623848725,0.612006969,0.621257221,0.598496882,0.736882055,0.742479287,0.733415233,0.785679235,0.77987105,0.788628494,0.78700499,0.861470249,0.841634132,0.861352731,0.86514091,0.838944338,0.76902086,0.8711198,0.884753314,0.811742937,0.897852242,0.893671735,0.9207311,0.900558203
0.514507405,0.523886357,0.517036135,0.497982525,0,0.54250391,0.524083986,0.507605751,0.636182099,0.609474086,0.63948572,0.611102339,0.510717653,0.5276011,0.523299889,0.53080582,0.333547692,0.340119596,0.334184286,0.337120221,0.598565249,0.618289462,0.631909975,0.630124491,0.590249187,0.613787464,0.619235257,0.634037583,0.536236592,0.533554049,0.545373309,0.544718185,0.567867793,0.546886158,0.549799779,0.591810705,0.587680888,0.589519904,0.576675344,0.602393132,0.740677641,0.727432546,0.737781559,0.71228511,0.751683489,0.757069657,0.748345087,0.798486313,0.792933732,0.779627241,0.799753036,0.846946443,0.828687809,0.846838432,0.850319187,0.826207698,0.762225367,0.856760608,0.869273838,0.801960793,0.904768716,0.900840011,0.926225724,0.90731037
0.559165353,0.568405278,0.561659648,0.542809808,0.54250391,0,0.481504343,0.465056656,0.60340495,0.575894815,0.606822258,0.577566033,0.468155717,0.485026927,0.480719603,0.488240318,0.273169176,0.279049553,0.273737867,0.27636318,0.563814276,0.584059444,0.598107446,0.596262757,0.553844622,0.577978937,0.583589158,0.598879589,0.493693831,0.490998789,0.502891706,0.502231238,0.526336189,0.505095459,0.508036067,0.550759804,0.546958404,0.548839613,0.535724614,0.562040837,0.715007314,0.700980404,0.711936046,0.684999507,0.728342005,0.734055341,0.724804683,0.778246375,0.748706924,0.757407129,0.77960521,0.830034309,0.810210235,0.829916759,0.833706561,0.807524753,0.738866932,0.840748787,0.854423118,0.781386308,0.893783728,0.889457213,0.917490101,0.896585052
0.539793858,0.549112407,0.542308044,0.523332278,0.524083986,0.481504343,0,0.483509682,0.617647227,0.590454489,0.621018892,0.59210897,0.486619852,0.503526491,0.499214139,0.506741841,0.299411624,0.305619375,0.300012397,0.302784642,0.578886563,0.598929802,0.612808518,0.610987419,0.569652844,0.593559569,0.599106329,0.614203647,0.512195178,0.509500773,0.521382789,0.520723474,0.544438625,0.52327441,0.526208324,0.568693712,0.564732404,0.566598291,0.553579626,0.579677837,0.726212848,0.712515708,0.723215592,0.696884724,0.738504833,0.744079533,0.735051705,0.787088014,0.758652758,0.767115728,0.788407401,0.837460105,0.81831256,0.837346685,0.84100265,0.815715648,0.749059351,0.847783836,0.860953996,0.790389945,0.898618826,0.894466005,0.921341028,0.901306712
0.522487797,0.531852858,0.525013334,0.50597373,0,0.465056656,0.483509682,0,0.630339358,0.60346977,0.633665483,0.605106837,0.503112917,0.520012153,0.515705271,0.523221832,0.322788919,0.32925357,0.323414945,0.326302634,0.592354155,0.612185819,0.625892346,0.624095037,0.583753731,0.607416966,0.612897946,0.627798555,0.52866244,0.525974813,0.537819764,0.537162992,0.560497938,0.539448678,0.542370105,0.584550449,0.580468986,0.582317306,0.569411986,0.595261337,0.736132225,0.722741874,0.733203666,0.707438603,0.747534934,0.752981516,0.744159741,0.794906335,0.767452532,0.775698164,0.796189819,0.843977416,0.825437591,0.843867696,0.847403799,0.822920482,0.758086984,0.853952316,0.866672698,0.798331013,0.902847158,0.898848042,0.924701088,0.905434736
0.495412557,0.505695049,0.498187086,0.477241496,0.636182099,0.60340495,0.617647227,0.630339358,0,0.477844567,0.502748002,0.479192188,0.586136079,0.603675252,0.598470523,0.607556364,0.502718355,0.513213647,0.503733937,0.508420666,0.480988457,0.49775421,0.509367895,0.507843796,0.534115306,0.556686489,0.561925188,0.576187468,0.719441205,0.715630673,0.732436755,0.731504071,0.752677819,0.723216202,0.727299369,0.786462366,0.637074018,0.639194535,0.62440142,0.654061907,0.630319906,0.618345,0.627699229,0.604683492,0.628839973,0.633620559,0.625878998,0.670519599,0.756852707,0.700734961,0.786814821,0.765521681,0.759209151,0.777014003,0.780434619,0.756780471,0.723807809,0.819999022,0.832845349,0.764055157,0.897748183,0.893563922,0.920648287,0.900456595
0.474207049,0.484471996,0.47697508,0.456110712,0.210594476,0.575894815,0.590454489,0.60346977,0.477844567,0,0.524897371,0.50135011,0.601147441,0.621242381,0.616121649,0.62505831,0.524867797,0.535327711,0.525880805,0.530553299,0.503149196,0.519913606,0.531497179,0.52997839,0.554493837,0.576859885,0.582039177,0.59611728,0.732082852,0.728379195,0.74470063,0.743795742,0.764312475,0.735750229,0.739715038,0.796936489,0.654581583,0.656654937,0.642176951,0.671172961,0.648190799,0.636460904,0.645625584,0.623052553,0.64594587,0.650628538,0.643043896,0.686661733,0.707884139,0.715449141,0.797276112,0.778059348,0.771803126,0.788935629,0.792222269,0.769462901,0.737065844,0.829725844,0.842011734,0.775979158,0.903433923,0.899456271,0.925166804,0.9060075
